"","Df","Pillai","approx F","num Df","den Df","Pr(>F)"
"(Intercept)",1,0.192717669844228,2.70553870681954,3,34,0.0606523294046197
"big",1,0.109799431061988,1.39787997835183,3,34,0.260238224719543
"data",1,0.0514389060830491,0.614588003534819,3,34,0.610272214918537
"analytics",1,0.0313970380871227,0.367367344838586,3,34,0.776993952314259
"technology",1,0.194951531755038,2.7444940030014,3,34,0.0581224103367686
"Residuals",36,NA,NA,NA,NA,NA
