"","Dim 1","Dim 2"
"1",-0.542582428691608,-0.209286729307553
"2",1.39855092419333,0.078803738663511
"3",0.108882898022485,0.788143637731081
"4",-0.249089344551682,-0.040745310793288
"5",-0.294237319137455,0.0761875051439961
"6",-0.663680354321223,-0.151856745173109
"7",0.589234799286913,-0.551746551321361
"8",-0.234636890366275,-0.053991527595206
"9",-0.704184938354191,0.084875850873785
"10",0.011868990708485,-1.57106699244646
"11",-0.207863303372275,-0.398173868740106
"12",-0.462715083140375,0.687472232610031
"13",-0.0483375984580914,-0.203573249906981
"14",0.17425845862468,0.0635008392562522
"15",0.458060908853832,0.994710703467199
"16",-0.393887785598914,0.0957852678956464
"17",-0.446973246416947,0.047286194319736
"18",-0.402437721613711,-0.327319414030378
"19",-0.322377886092154,-0.26567242952508
"20",-0.0722306666558153,0.357801080159494
"21",0.267746612265422,-0.295759430144182
"22",-0.45698135629877,-0.0433476104210384
"23",-0.461485962479766,0.0367062165862934
"24",-0.199790050247109,0.111631860284094
"25",-0.307859573261894,-0.00721898074763195
"26",-0.135271564570141,0.439984023608691
"27",-0.478545666345358,0.614238688802788
"28",-0.0157397191793705,0.48318731035941
"29",-0.152670071803889,0.324189421553659
"30",-0.20551067788405,-0.219276605362468
"31",-0.2266453537329,0.368829347979999
"32",-0.100794104589493,-0.198729534587512
"33",-0.00414998930609542,-1.20460159143883
"34",-0.0962326525197935,0.740986680139033
"35",-0.205567052483583,-0.0965379589843886
"36",-0.0752803774761924,-0.0102934183781536
"37",0.0185572989675297,0.535654897728899
"38",0.161463252390127,0.292300758110096
"39",0.00592159743542047,0.233197927984816
"40",0.932319680223604,-0.481299081767241
"41",-0.200835050686798,0.316657325188832
