"","Df","Pillai","approx F","num Df","den Df","Pr(>F)"
"(Intercept)",1,0.343487970934493,9.15602338606021,2,35,0.000633500612280986
"big",1,0.0135237264990521,0.2399096867211,2,35,0.787981956302771
"data",1,0.123468782619537,2.46506188598648,2,35,0.0996389837524092
"analytics",1,0.0541564632964913,1.00200304903673,2,35,0.377431165956687
"technology",1,0.433613688833835,13.3976393938057,2,35,4.78049753010928e-05
"Residuals",36,NA,NA,NA,NA,NA
